	Glycine_max.Glycine_max_v2.0.pep.all.fa	Lj3.0_pep.fa	Lupinus_angustifolius.LupAngTanjil_v1.0.pep.all.fa	Medicago_truncatula.MedtrA17_4.0.pep.all.fa	Phaseolus_vulgaris.PhaVulg1_0.pep.all.fa
OG0074135				AET00585	
OG0074136				AET00383	
OG0074137				AES98354	
OG0074138				KEH28078	
OG0074139				AES97448	
OG0074140				AES95264	
OG0074141				AES95194	
OG0074142				AES98581	
OG0074143				AES94932	
OG0074144				AES98003	
OG0074145				AES98159	
OG0074146				AES96678	
OG0074147				AES99141	
OG0074148				AES96120	
OG0074149				AES98866	
OG0074150				AET00837	
OG0074151				AES97699	
OG0074152				KEH28370	
OG0074153				AES99354	
OG0074154				KEH28323	
OG0074155				KEH28233	
OG0074156				KEH28450	
OG0074157				AES98721	
OG0074158				AET00489	
OG0074159				AES95950	
OG0074160				AES98688	
OG0074161				AET00834	
OG0074162				AES96034	
OG0074163				AES95180	
OG0074164				AES94790	
OG0074165				AES99710	
OG0074166				AES96912	
OG0074167				AES99029	
OG0074168				AES94076	
OG0074169				KEH28019	
OG0074170				AET00399	
OG0074171				AET01029	
OG0074172				AES97815	
OG0074173				KEH28299	
OG0074174				AES93631	
OG0074175				AES94164	
OG0074176				AES97144	
OG0074177				AET00077	
OG0074178				KEH28389	
OG0074179				AES97934	
OG0074180				AES95225	
OG0074181				AES98946	
OG0074182				AES99654	
OG0074183				AET00388	
OG0074184				KEH27829	
OG0074185				AES96108	
OG0074186				KEH27972	
OG0074187				AES97086	
OG0074188				AET00130	
OG0074189				KEH28291	
OG0074190				AES94668	
OG0074191				AES99036	
OG0074192				AES98252	
OG0074193				AES94160	
OG0074194				AES99969	
OG0074195				AET00605	
OG0074196				AES95147	
OG0074197				AES98262	
OG0074198				AES96297	
OG0074199				AET00899	
OG0074200				AES94168	
OG0074201				KEH28268	
OG0074202				AES95159	
OG0074203				KEH28049	
OG0074204				KEH28387	
OG0074205				AES95834	
OG0074206				AES97873	
OG0074207				KEH27788	
OG0074208				AES98979	
OG0074209				KEH27850	
OG0074210				AES98300	
OG0074211				AES97834	
OG0074212				AET00766	
OG0074213				AES94144	
OG0074214				AES95341	
OG0074215				AES96699	
OG0074216				AES96467	
OG0074217				KEH27339	
OG0074218				AES96998	
OG0074219				KEH28128	
OG0074220				AES99972	
OG0074221				KEH28166	
OG0074222				KEH27698	
OG0074223				AES96402	
OG0074224				KEH27683	
OG0074225				AES95424	
OG0074226				AES96563	
OG0074227				AES94963	
OG0074228				AES97147	
OG0074229				AES99678	
OG0074230				AES99045	
OG0074231				KEH27373	
OG0074232				KEH28026	
OG0074233				AES95860	
OG0074234				AES95367	
OG0074235				AES95340	
OG0074236				AES97039	
OG0074237				AES97788	
OG0074238				AET00433	
OG0074239				AES96146	
OG0074240				AES94205	
OG0074241				AES98923	
OG0074242				AES94663	
OG0074243				AES95518	
OG0074244				AET00274	
OG0074245				AES99281	
OG0074246				AES98415	
OG0074247				AES93984	
OG0074248				AES98307	
OG0074249				AES99925	
OG0074250				AET00278	
OG0074251				AES96023	
OG0074252				AES96028	
OG0074253				AET00742	
OG0074254				AES98195	
OG0074255				AES96270	
OG0074256				AES97665	
OG0074257				AES94665	
OG0074258				AES99668	
OG0074259				AES99027	
OG0074260				AES97083	
OG0074261				AES98558	
OG0074262				AES96963	
OG0074263				AES94661	
OG0074264				AES98394	
OG0074265				AES94181	
OG0074266				AET00720	
OG0074267				AES95260	
OG0074268				AES93752	
OG0074269				AES93940	
OG0074270				AES98761	
OG0074271				KEH28191	
OG0074272				AES95948	
OG0074273				AET00549	
OG0074274				KEH27717	
OG0074275				KEH28360	
OG0074276				AES97275	
OG0074277				AET00971	
OG0074278				AET00476	
OG0074279				AES94303	
OG0074280				AES96755	
OG0074281				AES94267	
OG0074282				AET00002	
OG0074283				KEH27816	
OG0074284				AES99675	
OG0074285				AET00517	
OG0074286				AES94716	
OG0074287				KEH27860	
OG0074288				AES99217	
OG0074289				AES98395	
OG0074290				AES99299	
OG0074291				AES97048	
OG0074292				AES94049	
OG0074293				AES95992	
OG0074294				AES95290	
OG0074295				AES98303	
OG0074296				AES96791	
OG0074297				AES99837	
OG0074298				AES97514	
OG0074299				AES96440	
OG0074300				KEH28261	
OG0074301				AES96463	
OG0074302				AES95201	
OG0074303				AES98547	
OG0074304				AES97515	
OG0074305				KEH28342	
OG0074306				AES99477	
OG0074307				AET00788	
OG0074308				AET00127	
OG0074309				AES93771	
OG0074310				AES99080	
OG0074311				AES93709	
OG0074312				AES98080	
OG0074313				AES95140	
OG0074314				AES94703	
OG0074315				KEH27331	
OG0074316				KEH27445	
OG0074317				KEH28441	
OG0074318				AET00726	
OG0074319				AES98527	
OG0074320				AES99819	
OG0074321				AES93854	
OG0074322				AES98427	
OG0074323				KEH27411	
OG0074324				KEH28024	
OG0074325				AES99449	
OG0074326				AES94169	
OG0074327				AES98850	
OG0074328				AES98851	
OG0074329				AES99657	
OG0074330				AES98638	
OG0074331				AES96266	
OG0074332				AES95227	
OG0074333				AES99899	
OG0074334				AES98631	
OG0074335				AES98578	
OG0074336				AES99301	
OG0074337				AES99258	
OG0074338				KEH28351	
OG0074339				AES99199	
OG0074340				AES93655	
OG0074341				KEH27446	
OG0074342				AES97997	
OG0074343				AES96454	
OG0074344				AES94189	
OG0074345				AET00042	
OG0074346				AET00032	
OG0074347				AES93887	
OG0074348				KEH27910	
OG0074349				AES99267	
OG0074350				AES97687	
OG0074351				KEH28157	
OG0074352				AES99824	
OG0074353				AES99282	
OG0074354				AES95338	
OG0074355				AET01032	
OG0074356				AES97830	
OG0074357				AES97080	
OG0074358				KEH28165	
OG0074359				AES95248	
OG0074360				AES97493	
OG0074361				AET00932	
OG0074362				AES94634	
OG0074363				AES96608	
OG0074364				AET00425	
OG0074365				AES95494	
OG0074366				AES96880	
OG0074367				AES97252	
OG0074368				AES98486	
OG0074369				AES98274	
OG0074370				AES99247	
OG0074371				KEH28459	
OG0074372				AES95969	
OG0074373				AES99324	
OG0074374				AES97050	
OG0074375				KEH27877	
OG0074376				KEH28346	
OG0074377				AES96020	
OG0074378				AES94827	
OG0074379				AET00994	
OG0074380				AES95310	
OG0074381				AES94459	
OG0074382				AES93719	
OG0074383				AES99736	
OG0074384				AES97889	
OG0074385				AES94680	
OG0074386				AES93943	
OG0074387				AET00566	
OG0074388				AET00522	
OG0074389				AET00860	
OG0074390				AES98798	
OG0074391				AES95429	
OG0074392				AES95993	
OG0074393				AES97709	
OG0074394				AES98284	
OG0074395				AES96197	
OG0074396				AES99724	
OG0074397				KEH27947	
OG0074398				AES94369	
OG0074399				AES94770	
OG0074400				AET00046	
OG0074401				AES96043	
OG0074402				KEH28343	
OG0074403				AES95958	
OG0074404				AES93794	
OG0074405				AES94419	
OG0074406				KEH28478	
OG0074407				KEH27657	
OG0074408				AET00223	
OG0074409				AES96254	
OG0074410				AES97000	
OG0074411				AES96509	
OG0074412				AET00011	
OG0074413				AES98503	
OG0074414				AES99083	
OG0074415				AES96829	
OG0074416				AES98728	
OG0074417				AES96438	
OG0074418				AES93663	
OG0074419				AES95964	
OG0074420				AES96118	
OG0074421				AES96881	
OG0074422				AET00636	
OG0074423				AES94418	
OG0074424				KEH27684	
OG0074425				AET00314	
OG0074426				AES98397	
OG0074427				AES97949	
OG0074428				AET00067	
OG0074429				AES94648	
OG0074430				KEH28001	
OG0074431				AES93977	
OG0074432				AES96529	
OG0074433				AES99751	
OG0074434				AET00759	
OG0074435				AES98998	
OG0074436				AES99628	
OG0074437				AES99502	
OG0074438				AES98282	
OG0074439				AES97370	
OG0074440				AES96422	
OG0074441				AES94173	
OG0074442				KEH27859	
OG0074443				KEH28022	
OG0074444				AES95825	
OG0074445				AET00275	
OG0074446				AES99043	
OG0074447				KEH15574	
OG0074448				KEH17517	
OG0074449				KEH17528	
OG0074450				KEH17546	
OG0074451				KEH17547	
OG0074452				KEH17524	
OG0074453				KEH15357	
OG0074454				KEH16167	
OG0074455				KEH15618	
OG0074456				KEH15296	
OG0074457				KEH16022	
OG0074458				KEH15412	
OG0074459				KEH15413	
OG0074460				KEH16248	
OG0074461				KEH17085	
OG0074462				KEH17093	
OG0074463				KEH17091	
OG0074464				KEH17088	
OG0074465				KEH17083	
OG0074466				KEH15217	
OG0074467				KEH15230	
OG0074468				KEH15519	
OG0074469				KEH16557	
OG0074470				KEH15426	
OG0074471				KEH15427	
OG0074472				KEH15228	
OG0074473				KEH15161	
OG0074474				KEH17219	
OG0074475				KEH17235	
OG0074476				KEH17227	
OG0074477				KEH17231	
OG0074478				KEH17215	
OG0074479				KEH17234	
OG0074480				KEH17230	
OG0074481				KEH17218	
OG0074482				KEH17225	
OG0074483				KEH17244	
OG0074484				KEH17228	
OG0074485				KEH17243	
OG0074486				KEH17223	
OG0074487				KEH17216	
OG0074488				KEH17217	
OG0074489				KEH17245	
OG0074490				KEH17238	
OG0074491				KEH17236	
OG0074492				KEH17220	
OG0074493				KEH17233	
OG0074494				KEH17229	
OG0074495				KEH17239	
OG0074496				KEH17224	
OG0074497				KEH16346	
OG0074498				KEH16345	
OG0074499				KEH16347	
OG0074500				KEH17177	
OG0074501				KEH17167	
OG0074502				KEH17180	
OG0074503				KEH17176	
OG0074504				KEH17163	
OG0074505				KEH17169	
OG0074506				KEH17162	
OG0074507				KEH17175	
OG0074508				KEH17124	
OG0074509				KEH17123	
OG0074510				KEH17116	
OG0074511				KEH15285	
OG0074512				KEH16372	
OG0074513				KEH16371	
OG0074514				KEH16058	
OG0074515				KEH16059	
OG0074516				KEH16057	
OG0074517				KEH15440	
OG0074518				KEH15441	
OG0074519				KEH16042	
OG0074520				KEH16456	
OG0074521				KEH15833	
OG0074522				KEH15245	
OG0074523				KEH15815	
OG0074524				KEH16711	
OG0074525				KEH16705	
OG0074526				KEH17635	
OG0074527				KEH17618	
OG0074528				KEH17625	
OG0074529				KEH15126	
OG0074530				KEH15155	
OG0074531				KEH15715	
OG0074532				KEH17579	
OG0074533				KEH17568	
OG0074534				KEH17589	
OG0074535				KEH17570	
OG0074536				KEH17565	
OG0074537				KEH17588	
OG0074538				KEH17567	
OG0074539				KEH17578	
OG0074540				KEH17580	
OG0074541				KEH17571	
OG0074542				KEH17574	
OG0074543				KEH17586	
OG0074544				KEH17587	
OG0074545				KEH16600	
OG0074546				KEH16906	
OG0074547				KEH15354	
OG0074548				KEH15781	
OG0074549				KEH15568	
OG0074550				KEH15567	
OG0074551				KEH15980	
OG0074552				KEH17056	
OG0074553				KEH17058	
OG0074554				KEH15934	
OG0074555				KEH15936	
OG0074556				KEH15935	
OG0074557				KEH15444	
OG0074558				KEH16645	
OG0074559				KEH16644	
OG0074560				KEH15447	
OG0074561				KEH16212	
OG0074562				KEH16213	
OG0074563				KEH15686	
OG0074564				KEH16869	
OG0074565				KEH16005	
OG0074566				KEH15961	
OG0074567				KEH15959	
OG0074568				KEH16521	
OG0074569				KEH16520	
OG0074570				KEH15208	
OG0074571				KEH15122	
OG0074572				KEH15439	
OG0074573				KEH15137	
OG0074574				KEH17487	
OG0074575				KEH17478	
OG0074576				KEH17486	
OG0074577				KEH17483	
OG0074578				KEH17479	
OG0074579				KEH16835	
OG0074580				KEH15309	
OG0074581				KEH15476	
OG0074582				KEH15475	
OG0074583				KEH16796	
OG0074584				KEH16797	
OG0074585				KEH16204	
OG0074586				KEH16200	
OG0074587				KEH16199	
OG0074588				KEH15947	
OG0074589				KEH15516	
OG0074590				KEH17553	
OG0074591				KEH17563	
OG0074592				KEH17548	
OG0074593				KEH17551	
OG0074594				KEH16666	
OG0074595				KEH16078	
OG0074596				KEH16079	
OG0074597				KEH15345	
OG0074598				KEH15252	
OG0074599				KEH16775	
OG0074600				KEH16773	
OG0074601				KEH16780	
OG0074602				KEH16774	
OG0074603				KEH16776	
OG0074604				KEH16772	
OG0074605				KEH16779	
OG0074606				KEH16778	
OG0074607				KEH15457	
OG0074608				KEH15198	
OG0074609				KEH15544	
OG0074610				KEH15157	
OG0074611				KEH16026	
OG0074612				KEH16025	
OG0074613				KEH16117	
OG0074614				KEH16118	
OG0074615				KEH16216	
OG0074616				KEH16217	
OG0074617				KEH15221	
OG0074618				KEH15505	
OG0074619				KEH16235	
OG0074620				KEH16233	
OG0074621				KEH16232	
OG0074622				KEH15414	
OG0074623				KEH17131	
OG0074624				KEH17132	
OG0074625				KEH17129	
OG0074626				KEH17127	
OG0074627				KEH17128	
OG0074628				KEH15160	
OG0074629				KEH16343	
OG0074630				KEH26648	
OG0074631				KEH25921	
OG0074632				KEH25947	
OG0074633				AES75063	
OG0074634				AES76814	
OG0074635				KEH24840	
OG0074636				KEH25899	
OG0074637				KEH25031	
OG0074638				AES75696	
OG0074639				AES76433	
OG0074640				AES75469	
OG0074641				AES76806	
OG0074642				AES75180	
OG0074643				AES75410	
OG0074644				KEH27100	
OG0074645				AES76809	
OG0074646				KEH27257	
OG0074647				KEH27256	
OG0074648				KEH27254	
OG0074649				AES74780	
OG0074650				AES75039	
OG0074651				AES74939	
OG0074652				KEH25808	
OG0074653				KEH25519	
OG0074654				AES77127	
OG0074655				KEH26861	
OG0074656				KEH25057	
OG0074657				KEH27147	
OG0074658				KEH27148	
OG0074659				AES75513	
OG0074660				AES75326	
OG0074661				KEH24939	
OG0074662				AES74995	
OG0074663				AES74488	
OG0074664				KEH24733	
OG0074665				AES74712	
OG0074666				AES76002	
OG0074667				AES74800	
OG0074668				KEH26452	
OG0074669				KEH27182	
OG0074670				AES76312	
OG0074671				KEH26796	
OG0074672				KEH26944	
OG0074673				KEH25699	
OG0074674				AES76801	
OG0074675				AES76456	
OG0074676				KEH25433	
OG0074677				KEH25716	
OG0074678				AES74474	
OG0074679				AES76317	
OG0074680				AES74754	
OG0074681				AES75008	
OG0074682				AES75350	
OG0074683				AES75345	
OG0074684				KEH26219	
OG0074685				KEH26350	
OG0074686				AES75966	
OG0074687				KEH26741	
OG0074688				AES75543	
OG0074689				KEH25405	
OG0074690				AES75540	
OG0074691				KEH25637	
OG0074692				AES76866	
OG0074693				KEH26202	
OG0074694				KEH26466	
OG0074695				AES76811	
OG0074696				KEH26184	
OG0074697				KEH25536	
OG0074698				KEH24896	
OG0074699				KEH24895	
OG0074700				KEH26474	
OG0074701				KEH26660	
OG0074702				AES76460	
OG0074703				KEH26809	
OG0074704				AES75088	
OG0074705				AES75103	
OG0074706				KEH24750	
OG0074707				KEH25359	
OG0074708				KEH26647	
OG0074709				KEH25523	
OG0074710				KEH24949	
OG0074711				AES76540	
OG0074712				KEH25919	
OG0074713				AES74594	
OG0074714				KEH25140	
OG0074715				AES75578	
OG0074716				KEH24736	
OG0074717				KEH26698	
OG0074718				AES76905	
OG0074719				AES75195	
OG0074720				KEH25302	
OG0074721				KEH25613	
OG0074722				KEH25612	
OG0074723				KEH25614	
OG0074724				KEH25237	
OG0074725				KEH25896	
OG0074726				AES75670	
OG0074727				AES75821	
OG0074728				AES75589	
OG0074729				KEH26893	
OG0074730				AES76826	
OG0074731				KEH24834	
OG0074732				KEH25735	
OG0074733				AES77103	
OG0074734				AES75420	
OG0074735				AES76187	
OG0074736				AES74477	
OG0074737				AES76686	
OG0074738				KEH26326	
OG0074739				KEH27236	
OG0074740				AES75524	
OG0074741				KEH24849	
OG0074742				KEH26353	
OG0074743				AES76429	
OG0074744				KEH25918	
OG0074745				AES75622	
OG0074746				AES74918	
OG0074747				KEH25472	
OG0074748				KEH26779	
OG0074749				KEH25408	
OG0074750				KEH26008	
OG0074751				KEH27198	
OG0074752				KEH24842	
OG0074753				KEH25534	
OG0074754				KEH27117	
OG0074755				AES76417	
OG0074756				KEH25868	
OG0074757				AES76631	
OG0074758				AES75020	
OG0074759				KEH24785	
OG0074760				KEH24778	
OG0074761				AES77116	
OG0074762				AES76340	
OG0074763				KEH25726	
OG0074764				KEH26433	
OG0074765				AES75001	
OG0074766				KEH25968	
OG0074767				KEH26570	
OG0074768				KEH26231	
OG0074769				KEH26707	
OG0074770				KEH25863	
OG0074771				KEH25737	
OG0074772				AES77105	
OG0074773				AES74485	
OG0074774				KEH26081	
OG0074775				KEH26419	
OG0074776				KEH25008	
OG0074777				AES76605	
OG0074778				AES76139	
OG0074779				KEH27189	
OG0074780				KEH26831	
OG0074781				KEH25862	
OG0074782				KEH26267	
OG0074783				KEH25749	
OG0074784				AES76190	
OG0074785				KEH26653	
OG0074786				KEH25300	
OG0074787				KEH26891	
OG0074788				AES76398	
OG0074789				KEH25289	
OG0074790				KEH27011	
OG0074791				KEH25382	
OG0074792				KEH24878	
OG0074793				KEH26569	
OG0074794				AES74928	
OG0074795				KEH26895	
OG0074796				AES74675	
OG0074797				AES75151	
OG0074798				AES76048	
OG0074799				KEH27046	
OG0074800				KEH27119	
OG0074801				AES76746	
OG0074802				KEH27029	
OG0074803				KEH27207	
OG0074804				AES74479	
OG0074805				KEH26387	
OG0074806				AES74788	
OG0074807				KEH25416	
OG0074808				AES76496	
OG0074809				KEH26802	
OG0074810				KEH27125	
OG0074811				KEH25419	
OG0074812				KEH25420	
OG0074813				AES75690	
OG0074814				KEH26120	
OG0074815				AES76670	
OG0074816				AES74927	
OG0074817				KEH25920	
OG0074818				KEH26253	
OG0074819				AES74510	
OG0074820				KEH26554	
OG0074821				KEH26210	
OG0074822				KEH25903	
OG0074823				KEH25894	
OG0074824				KEH26448	
OG0074825				KEH26229	
OG0074826				AES76642	
OG0074827				AES75691	
OG0074828				KEH27211	
OG0074829				AES74390	
OG0074830				KEH25203	
OG0074831				AES75678	
OG0074832				AES75389	
OG0074833				AES75434	
OG0074834				KEH26181	
OG0074835				KEH25525	
OG0074836				AES75270	
OG0074837				KEH26193	
OG0074838				KEH25766	
OG0074839				KEH24781	
OG0074840				KEH25515	
OG0074841				AES75243	
OG0074842				KEH26903	
OG0074843				KEH26577	
OG0074844				KEH24970	
OG0074845				AES74482	
OG0074846				KEH26575	
OG0074847				KEH25787	
OG0074848				KEH25032	
OG0074849				AES77086	
OG0074850				AES74896	
OG0074851				KEH24911	
OG0074852				KEH26971	
OG0074853				KEH25746	
OG0074854				KEH25476	
OG0074855				KEH26075	
OG0074856				KEH26425	
OG0074857				KEH26418	
OG0074858				KEH26082	
OG0074859				AES75614	
OG0074860				KEH27101	
OG0074861				AES76107	
OG0074862				KEH26599	
OG0074863				KEH27130	
OG0074864				AES75416	
OG0074865				AES76580	
OG0074866				AES74578	
OG0074867				KEH26460	
OG0074868				KEH25797	
OG0074869				KEH26278	
OG0074870				KEH25011	
OG0074871				KEH26016	
OG0074872				KEH25217	
OG0074873				AES74679	
OG0074874				AES76577	
OG0074875				AES76661	
OG0074876				KEH26247	
OG0074877				KEH26546	
OG0074878				AES75366	
OG0074879				KEH26576	
OG0074880				KEH25836	
OG0074881				KEH24876	
OG0074882				AES76497	
OG0074883				KEH26734	
OG0074884				KEH26405	
OG0074885				KEH26934	
OG0074886				AES76169	
OG0074887				KEH25212	
OG0074888				KEH25784	
OG0074889				AES75856	
OG0074890				KEH25930	
OG0074891				KEH25394	
OG0074892				KEH25916	
OG0074893				KEH25892	
OG0074894				KEH26892	
OG0074895				AES76301	
OG0074896				AES75818	
OG0074897				KEH26972	
OG0074898				AES75406	
OG0074899				AES76453	
OG0074900				AES75611	
OG0074901				AES75403	
OG0074902				KEH27121	
OG0074903				KEH24799	
OG0074904				KEH25815	
OG0074905				AES76595	
OG0074906				AES74489	
OG0074907				KEH25345	
OG0074908				AES76313	
OG0074909				KEH25873	
OG0074910				AES77161	
OG0074911				AES74413	
OG0074912				AES75675	
OG0074913				KEH25927	
OG0074914				AES75042	
OG0074915				AES75978	
OG0074916				KEH25546	
OG0074917				KEH25906	
OG0074918				KEH25365	
OG0074919				KEH26347	
OG0074920				KEH26564	
OG0074921				KEH25096	
OG0074922				AES76816	
OG0074923				AES75090	
OG0074924				AES76961	
OG0074925				KEH25680	
OG0074926				AES75998	
OG0074927				KEH25942	
OG0074928				AES76667	
OG0074929				KEH25399	
OG0074930				KEH26011	
OG0074931				AES75992	
OG0074932				KEH25569	
OG0074933				KEH27007	
OG0074934				KEH26112	
OG0074935				AES75801	
OG0074936				KEH25995	
OG0074937				KEH26372	
OG0074938				KEH24934	
OG0074939				KEH25266	
OG0074940				KEH24779	
OG0074941				KEH26185	
OG0074942				KEH26398	
OG0074943				KEH25105	
OG0074944				AES76016	
OG0074945				KEH26612	
OG0074946				AES76724	
OG0074947				AES76549	
OG0074948				AES75651	
OG0074949				AES76933	
OG0074950				KEH25630	
OG0074951				KEH26461	
OG0074952				KEH26983	
OG0074953				KEH25255	
OG0074954				AES76587	
OG0074955				KEH24770	
OG0074956				KEH26400	
OG0074957				AES75597	
OG0074958				AES76051	
OG0074959				AES75537	
OG0074960				AES76962	
OG0074961				AES76482	
OG0074962				KEH26104	
OG0074963				KEH27009	
OG0074964				AES75963	
OG0074965				AES76677	
OG0074966				KEH26344	
OG0074967				KEH25538	
OG0074968				KEH25660	
OG0074969				KEH25297	
OG0074970				KEH25598	
OG0074971				KEH25349	
OG0074972				KEH26621	
OG0074973				AES74668	
OG0074974				KEH25729	
OG0074975				KEH25249	
OG0074976				KEH25430	
OG0074977				KEH25770	
OG0074978				AES76952	
OG0074979				AES75078	
OG0074980				KEH25202	
OG0074981				AES74532	
OG0074982				KEH25448	
OG0074983				AES76880	
OG0074984				AES74871	
OG0074985				KEH26728	
OG0074986				KEH25526	
OG0074987				KEH26633	
OG0074988				AES75901	
OG0074989				AES75144	
OG0074990				KEH26371	
OG0074991				AES75400	
OG0074992				KEH26330	
OG0074993				KEH25767	
OG0074994				KEH25955	
OG0074995				KEH25562	
OG0074996				AES74487	
OG0074997				KEH26152	
OG0074998				KEH26928	
OG0074999				AES74454	
OG0075000				KEH26456	
OG0075001				KEH25898	
OG0075002				KEH26479	
OG0075003				AES76766	
OG0075004				AES75895	
OG0075005				AES76918	
OG0075006				KEH25319	
OG0075007				KEH24822	
OG0075008				KEH25251	
OG0075009				KEH26943	
OG0075010				AES75890	
OG0075011				KEH26744	
OG0075012				KEH26153	
OG0075013				KEH26144	
OG0075014				KEH26046	
OG0075015				KEH26305	
OG0075016				KEH26299	
OG0075017				AES74887	
OG0075018				KEH25010	
OG0075019				KEH25119	
OG0075020				KEH25669	
OG0075021				AES76261	
OG0075022				AES76128	
OG0075023				AES77138	
OG0075024				AES75962	
OG0075025				KEH25578	
OG0075026				KEH25907	
OG0075027				KEH26217	
OG0075028				AES76847	
OG0075029				KEH25282	
OG0075030				KEH25155	
OG0075031				KEH24811	
OG0075032				KEH27095	
OG0075033				KEH26937	
OG0075034				AES74922	
OG0075035				KEH25412	
OG0075036				KEH27164	
OG0075037				AES75899	
OG0075038				KEH26916	
OG0075039				KEH25857	
OG0075040				KEH25424	
OG0075041				KEH25097	
OG0075042				KEH26927	
OG0075043				KEH26197	
OG0075044				AES76080	
OG0075045				KEH26695	
OG0075046				KEH25485	
OG0075047				KEH25736	
OG0075048				KEH26480	
OG0075049				KEH27270	
OG0075050				KEH26723	
OG0075051				KEH25197	
OG0075052				AES75004	
OG0075053				AES74920	
OG0075054				AES75411	
OG0075055				KEH26343	
OG0075056				KEH26322	
OG0075057				KEH25346	
OG0075058				KEH24826	
OG0075059				AES74805	
OG0075060				AES75437	
OG0075061				KEH25192	
OG0075062				AES74387	
OG0075063				KEH24784	
OG0075064				KEH25991	
OG0075065				AES75976	
OG0075066				KEH25501	
OG0075067				AES76871	
OG0075068				KEH25678	
OG0075069				KEH25027	
OG0075070				AES75030	
OG0075071				KEH27249	
OG0075072				KEH25179	
OG0075073				AES74849	
OG0075074				KEH26514	
OG0075075				KEH25959	
OG0075076				KEH26699	
OG0075077				AES76985	
OG0075078				KEH27019	
OG0075079				AES74804	
OG0075080				KEH25625	
OG0075081				KEH26373	
OG0075082				AES77135	
OG0075083				AES76264	
OG0075084				KEH25003	
OG0075085				KEH26792	
OG0075086				AES75224	
OG0075087				KEH26475	
OG0075088				KEH26031	
OG0075089				KEH27271	
OG0075090				AES76207	
OG0075091				AES74945	
OG0075092				KEH25284	
OG0075093				KEH25695	
OG0075094				KEH25765	
OG0075095				AES74412	
OG0075096				KEH27033	
OG0075097				AES75616	
OG0075098				KEH25778	
OG0075099				KEH25254	
OG0075100				AES76463	
OG0075101				KEH26417	
OG0075102				KEH26312	
OG0075103				KEH26005	
OG0075104				AES76140	
OG0075105				KEH26149	
OG0075106				KEH26496	
OG0075107				AES74486	
OG0075108				AES76588	
OG0075109				KEH24764	
OG0075110				AES75825	
OG0075111				KEH27250	
OG0075112				AES77142	
OG0075113				AES74531	
OG0075114				KEH26473	
OG0075115				AES76774	
OG0075116				KEH26279	
OG0075117				AES75653	
OG0075118				KEH26154	
OG0075119				KEH25990	
OG0075120				KEH26091	
OG0075121				KEH25467	
OG0075122				KEH26682	
OG0075123				AES76834	
OG0075124				KEH25334	
OG0075125				AES75310	
OG0075126				AES75522	
OG0075127				AES76578	
OG0075128				KEH25409	
OG0075129				KEH25810	
OG0075130				AES76256	
OG0075131				KEH27030	
OG0075132				KEH25508	
OG0075133				KEH25280	
OG0075134				AES76668	
OG0075135				AES76852	
OG0075136				AES75757	
OG0075137				AES76685	
OG0075138				KEH27018	
OG0075139				KEH25286	
OG0075140				AES77104	
OG0075141				KEH26540	
OG0075142				AES77165	
OG0075143				KEH26950	
OG0075144				AES75980	
OG0075145				KEH26007	
OG0075146				AES76968	
OG0075147				KEH26227	
OG0075148				KEH26563	
OG0075149				AES75089	
OG0075150				KEH27008	
OG0075151				AES75613	
OG0075152				KEH25697	
OG0075153				KEH26910	
OG0075154				AES75115	
OG0075155				KEH26603	
OG0075156				KEH26411	
OG0075157				AES74958	
OG0075158				AES75452	
OG0075159				AES75157	
OG0075160				KEH25517	
OG0075161				KEH25047	
OG0075162				KEH26777	
OG0075163				AES76438	
OG0075164				KEH26435	
OG0075165				KEH26696	
OG0075166				AES75588	
OG0075167				KEH26754	
OG0075168				KEH26143	
OG0075169				AES76692	
OG0075170				KEH25802	
OG0075171				AES75092	
OG0075172				KEH25851	
OG0075173				AES76548	
OG0075174				KEH25602	
OG0075175				KEH25303	
OG0075176				AES75336	
OG0075177				KEH26084	
OG0075178				KEH27159	
OG0075179				AES74921	
OG0075180				KEH25387	
OG0075181				KEH26309	
OG0075182				AES76895	
OG0075183				KEH27087	
OG0075184				KEH26940	
OG0075185				KEH26766	
OG0075186				KEH25313	
OG0075187				KEH27059	
OG0075188				AES74745	
OG0075189				KEH26110	
OG0075190				KEH26294	
OG0075191				AES75473	
OG0075192				KEH26731	
OG0075193				KEH25783	
OG0075194				AES76448	
OG0075195				KEH25643	
OG0075196				KEH25000	
OG0075197				KEH26458	
OG0075198				KEH25327	
OG0075199				KEH24958	
OG0075200				KEH26842	
OG0075201				AES74803	
OG0075202				KEH27014	
OG0075203				KEH26426	
OG0075204				KEH27068	
OG0075205				AES74376	
OG0075206				KEH26920	
OG0075207				AES75029	
OG0075208				AES77092	
OG0075209				AES75610	
OG0075210				AES75755	
OG0075211				KEH26919	
OG0075212				AES74476	
OG0075213				KEH25250	
OG0075214				KEH25890	
OG0075215				AES76575	
OG0075216				KEH27048	
OG0075217				AES75062	
OG0075218				KEH26604	
OG0075219				AES75282	
OG0075220				KEH25160	
OG0075221				AES75239	
OG0075222				KEH25482	
OG0075223				KEH26113	
OG0075224				KEH25798	
OG0075225				KEH26491	
OG0075226				KEH27162	
OG0075227				KEH25072	
OG0075228				AES75296	
OG0075229				KEH27285	
OG0075230				AES75246	
OG0075231				KEH25809	
OG0075232				KEH26059	
OG0075233				KEH26765	
OG0075234				KEH25584	
OG0075235				KEH27006	
OG0075236				AES76431	
OG0075237				AES75776	
OG0075238				AES74931	
